compound_name,lib_usi,desc,timing
Ibuprofen_cytosine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273793,prep,0.0008051395416259766
Ibuprofen_cytosine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273793,Search,0.7751407623291016
Ibuprofen_cytosine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273793,Parse Query,9.72747802734375e-05
Ibuprofen_cytosine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273793,Parse Query 2,0.001916646957397461
Ibuprofen_cytosine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273793,Get DB Info,8.821487426757812e-05
Ibuprofen_cytosine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273793,Demangle,0.0061070919036865234
Ibuprofen_cytosine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273793,Group,0.0052394866943359375
Ibuprofen_cytosine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273793,Enrich datasets,0.01163339614868164
